source,target,bytes,source_sha256,target_sha256,classification,note
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\split_candidates_2026-05-30.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\split_candidates_2026-05-30.md,698,eb6325e3f82404c3efcf0ff95b8ba4ae4e6cf8ccb5ffa99f3902bec5cb548ad9,eb6325e3f82404c3efcf0ff95b8ba4ae4e6cf8ccb5ffa99f3902bec5cb548ad9,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\split_packet_2026-05-30.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\split_packet_2026-05-30.md,6362,8189146b0c9c115303153b4286fa6a252ec9d155fd5b34d782a8c20093fdc27d,8189146b0c9c115303153b4286fa6a252ec9d155fd5b34d782a8c20093fdc27d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\url_hints_dossier_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\url_hints_dossier_2026-05-31.md,12603,eb5925db2305e2021c76816de2aa4d91d120b681473f6781433fb62a293b91c2,eb5925db2305e2021c76816de2aa4d91d120b681473f6781433fb62a293b91c2,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\url_hint_followup_2026-05-31.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\url_hint_followup_2026-05-31.md,2052,3f7d7b0bf7788ebd4c4ca51433460f0bfc62ea12d22b64536c643474f7375592,3f7d7b0bf7788ebd4c4ca51433460f0bfc62ea12d22b64536c643474f7375592,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg001.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg001.md,90402,eafbf404b0f9938689dcd6024ba12f57390d012f47eb385a8295f9d0d6db8396,eafbf404b0f9938689dcd6024ba12f57390d012f47eb385a8295f9d0d6db8396,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg002.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg002.md,85306,b6465bfcd1a1859d3e2f3f0335257f282e579ac54aba40fa49e95994342f507b,b6465bfcd1a1859d3e2f3f0335257f282e579ac54aba40fa49e95994342f507b,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg003.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg003.md,3563,31e89955a0564d88489083468f03a1ad51767a0ac2a98c4cf1121efd69bd9929,31e89955a0564d88489083468f03a1ad51767a0ac2a98c4cf1121efd69bd9929,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg004.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg004.md,13259,83f904177ac323ecf8efc8f9b2611cf969252abe31300c1063afecd5e77a7684,83f904177ac323ecf8efc8f9b2611cf969252abe31300c1063afecd5e77a7684,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg005.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg005.md,8745,ef729b73ba28a9cf8423b7f7d18ff27d9ad2193770090b219a43be86d6426993,ef729b73ba28a9cf8423b7f7d18ff27d9ad2193770090b219a43be86d6426993,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg006.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg006.md,120178,53682ef656256760932b45cc4047b163b61f05e10b6b4c981816ae83a2d2554f,53682ef656256760932b45cc4047b163b61f05e10b6b4c981816ae83a2d2554f,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg007.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg007.md,110204,1bc88516be10b1c9fe4ce0f4edf25aff241ab2346765856f4c192e423389aa46,1bc88516be10b1c9fe4ce0f4edf25aff241ab2346765856f4c192e423389aa46,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg008.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg008.md,64817,6fb252b6afa1f89f8a1f3d19a0cfbf4338a8ed6b6d38e923eec0c49158bd4205,6fb252b6afa1f89f8a1f3d19a0cfbf4338a8ed6b6d38e923eec0c49158bd4205,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg009.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg009.md,73851,7fc87171f663daabd91cf67f4cf4255896d1bc0038c90920e69525a09a4b6ce2,7fc87171f663daabd91cf67f4cf4255896d1bc0038c90920e69525a09a4b6ce2,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg010.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg010.md,124945,f5f5275efad235455e4f119531e39bef8824b542b8870f62db8c730520085bf1,f5f5275efad235455e4f119531e39bef8824b542b8870f62db8c730520085bf1,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg011.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg011.md,101212,7f209b70ce52e3b7ac53328d1cb0870515ac7e0eae269d7647ab3d3b40a07c21,7f209b70ce52e3b7ac53328d1cb0870515ac7e0eae269d7647ab3d3b40a07c21,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg012.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg012.md,73228,1f987c1f76d9cbb6b21393e16729a0ea891312f76a2ac81ac63f8c55f354c7e1,1f987c1f76d9cbb6b21393e16729a0ea891312f76a2ac81ac63f8c55f354c7e1,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg013.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg013.md,75617,a6099e23285ad8d1855aa99884afc8ec6932b746c44b1d9778c43e3e1bc80716,a6099e23285ad8d1855aa99884afc8ec6932b746c44b1d9778c43e3e1bc80716,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg014.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg014.md,161003,a1e1dd85a23c4f5e657e8743f169bc04466d1df848c87f4e870f4fa5dd81647a,a1e1dd85a23c4f5e657e8743f169bc04466d1df848c87f4e870f4fa5dd81647a,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg015.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg015.md,98690,617e8e569bd1ffb2d387086402b531881f9955eb6acca1b093d1e1ddffb9d08a,617e8e569bd1ffb2d387086402b531881f9955eb6acca1b093d1e1ddffb9d08a,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg016.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg016.md,186035,0a7efcd9358117cabab9f663869affee8814c2fa9f3b50b88ac9a505ce1f2ee6,0a7efcd9358117cabab9f663869affee8814c2fa9f3b50b88ac9a505ce1f2ee6,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg017.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg017.md,16423,1e41d4d449ee382eea3a93850a6fa2cd8a7d005b0765a9f818ab441def2f749b,1e41d4d449ee382eea3a93850a6fa2cd8a7d005b0765a9f818ab441def2f749b,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg018.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg018.md,61001,3421181bfa0ad0e1c9a3c913525d56b3c76229be5df617b22d1b0d27e650126e,3421181bfa0ad0e1c9a3c913525d56b3c76229be5df617b22d1b0d27e650126e,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg019.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg019.md,98450,67603115756d6edba0a9a4ce322411a4a70ead2a96d5d32ea9b50753d0ae59ab,67603115756d6edba0a9a4ce322411a4a70ead2a96d5d32ea9b50753d0ae59ab,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg020.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg020.md,23400,e29a6532b29522b75d76471c99562bad3da833b69edd6c698a2eec0aa34e6355,e29a6532b29522b75d76471c99562bad3da833b69edd6c698a2eec0aa34e6355,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg021.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg021.md,77967,3f8ab52e7fce92bc8bb53c7faef56f8318b31453b55423dfceb64f6dfcc71c39,3f8ab52e7fce92bc8bb53c7faef56f8318b31453b55423dfceb64f6dfcc71c39,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg022.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg022.md,136272,066a93378b3e584906c5fc571c23e69d370d706f90767c2e829623b7c4fb27c4,066a93378b3e584906c5fc571c23e69d370d706f90767c2e829623b7c4fb27c4,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg023.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg023.md,33964,85a1e81ddb17729a9d164a9aae8420a65201945e0b4f1636f55ce351b59656ac,85a1e81ddb17729a9d164a9aae8420a65201945e0b4f1636f55ce351b59656ac,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg024.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg024.md,72807,c4909b83914d3a7b0af8d50680666917a6dd0241003528d93d84891242a21d99,c4909b83914d3a7b0af8d50680666917a6dd0241003528d93d84891242a21d99,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg025.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg025.md,169052,b71402083af83842918babab54ee1cbbbe8d5298795b40aa670c1aced6f75917,b71402083af83842918babab54ee1cbbbe8d5298795b40aa670c1aced6f75917,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg026.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg026.md,137403,48619972c3477f1e11cc0d0fe5487952f160e16d28bc3589c5069b35277cb9d1,48619972c3477f1e11cc0d0fe5487952f160e16d28bc3589c5069b35277cb9d1,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg027.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg027.md,67112,b1483bfba23ae63ae8c8a98b7a361d4751db11e00f7463289e8f60d823adfd34,b1483bfba23ae63ae8c8a98b7a361d4751db11e00f7463289e8f60d823adfd34,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg028.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg028.md,124205,9e7f0229be3d0ca8a5e745fb1aec6c78b540fc8eb7ba45028285766be270876a,9e7f0229be3d0ca8a5e745fb1aec6c78b540fc8eb7ba45028285766be270876a,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg029.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg029.md,66241,8defedfaaf212fd1375462a9c0e395783ffed2874a1e583dcc8b05acce3793f4,8defedfaaf212fd1375462a9c0e395783ffed2874a1e583dcc8b05acce3793f4,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg030.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg030.md,160495,94752c4c6fa40ebc139a2466bb8c32fbd2eaccef3b65386255845465926d7171,94752c4c6fa40ebc139a2466bb8c32fbd2eaccef3b65386255845465926d7171,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg031.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg031.md,47637,389a90d3407ef6f03e643b63e25d9090fb73c19e2a74ba527fe5337b391f31f9,389a90d3407ef6f03e643b63e25d9090fb73c19e2a74ba527fe5337b391f31f9,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg032.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg032.md,76576,b72e58f212e2fdf5fd84237227ddedd8498d7563d91d9bd160769884b66e6933,b72e58f212e2fdf5fd84237227ddedd8498d7563d91d9bd160769884b66e6933,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg033.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg033.md,143679,3dff009ce4b691fea79001859c0b70a04f17c02a3cf3f1c0f0018dac3ed8cf7d,3dff009ce4b691fea79001859c0b70a04f17c02a3cf3f1c0f0018dac3ed8cf7d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg034.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg034.md,155705,6e8cfc20653fb3b228266cdcb3a19093c2ca310baf9439a73cb747f6c19b560c,6e8cfc20653fb3b228266cdcb3a19093c2ca310baf9439a73cb747f6c19b560c,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg035.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg035.md,154287,54b716129ccdecb37e665c0c1524e9f5a88f576970833b023730bb258f12ef97,54b716129ccdecb37e665c0c1524e9f5a88f576970833b023730bb258f12ef97,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg036.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg036.md,76222,562fd503dd932f7c7c04e6807518e7e945316ca0467e9cb84fff62912d07c086,562fd503dd932f7c7c04e6807518e7e945316ca0467e9cb84fff62912d07c086,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg037.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg037.md,135471,a1cb2faea750e0edb81e5149b21e1b76cb82838bc9ce8e83cfd9621280bbfdf1,a1cb2faea750e0edb81e5149b21e1b76cb82838bc9ce8e83cfd9621280bbfdf1,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg038.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg038.md,35821,a001f63f3307aa249a16188dd0a05c4299386fb5def67109a21e064c2d0fcf1d,a001f63f3307aa249a16188dd0a05c4299386fb5def67109a21e064c2d0fcf1d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg039.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg039.md,97871,dbd1354bb8f7feb8049cecdec2e9b65a3a8e131b5302bff5163ef9bbbabc5538,dbd1354bb8f7feb8049cecdec2e9b65a3a8e131b5302bff5163ef9bbbabc5538,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg040.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg040.md,89725,d23b78f03620d1d92ec2dd1a8e400909a3a8bde70e788b111d07df1c62d38cfc,d23b78f03620d1d92ec2dd1a8e400909a3a8bde70e788b111d07df1c62d38cfc,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg041.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg041.md,51836,b81a76f87a9180ec4af2dcebf4bc8fa0f5b3f847cc3d68027410a64036fa15fc,b81a76f87a9180ec4af2dcebf4bc8fa0f5b3f847cc3d68027410a64036fa15fc,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg042.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg042.md,116185,f6a2d7ffe79efcac8d31e7761260885439859a56644dbcaeda3f72a9bfc3783d,f6a2d7ffe79efcac8d31e7761260885439859a56644dbcaeda3f72a9bfc3783d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg043.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg043.md,93707,feccabe21dc3e74a4f628d6af977e91f1e16d3ef00d241ecb57336b63ecf4485,feccabe21dc3e74a4f628d6af977e91f1e16d3ef00d241ecb57336b63ecf4485,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg044.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg044.md,65676,a032bb271ceb6918b691d5e0e9fde79ca3bdc1518b243279ddd4d59ebef2eace,a032bb271ceb6918b691d5e0e9fde79ca3bdc1518b243279ddd4d59ebef2eace,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg045.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg045.md,96325,7508aac7ff2e729ee8b7c50f05df2d21d8dc2eefad0f09e4805a417313df96e6,7508aac7ff2e729ee8b7c50f05df2d21d8dc2eefad0f09e4805a417313df96e6,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg046.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg046.md,90840,7bebe850e97bd4788cb8d573de4f1ebe9793a7c67ad660ba8786dd239a0e1606,7bebe850e97bd4788cb8d573de4f1ebe9793a7c67ad660ba8786dd239a0e1606,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg047.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg047.md,84090,107f06584df0b38b938602bb2cfaaf0705235a9d134e69035fd794d4152b21c8,107f06584df0b38b938602bb2cfaaf0705235a9d134e69035fd794d4152b21c8,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg048.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg048.md,147180,3abaed5933696ddff7d2e0d48478c4bbef0d62fec80d4b706ae7cdea3223179d,3abaed5933696ddff7d2e0d48478c4bbef0d62fec80d4b706ae7cdea3223179d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg049.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg049.md,110263,95637f7194da21a97f3f8cbcad80b55e7cfa32cbe4284fa4aa31d737e0eac3a2,95637f7194da21a97f3f8cbcad80b55e7cfa32cbe4284fa4aa31d737e0eac3a2,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg050.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg050.md,76386,b97fa561c40fb8b77698fe95e03af49b3b8c6c741d246ed2852c36d60800b506,b97fa561c40fb8b77698fe95e03af49b3b8c6c741d246ed2852c36d60800b506,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg051.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg051.md,124813,5cc3220de93f719339fcc66ced19d3e78d48e4b9cd527f718c75a7381ee722a5,5cc3220de93f719339fcc66ced19d3e78d48e4b9cd527f718c75a7381ee722a5,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg052.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg052.md,94451,90fd7a8e529d9a9370a34e445eaf9613e2ee2332c69b9cc41a986220e7010ee2,90fd7a8e529d9a9370a34e445eaf9613e2ee2332c69b9cc41a986220e7010ee2,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg053.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg053.md,106219,9d6b6f6e1832fec8459432fc36418af49fca12c0484501fca5d1af3c53593f5a,9d6b6f6e1832fec8459432fc36418af49fca12c0484501fca5d1af3c53593f5a,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg054.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg054.md,99512,4924dacf42326b3c998b007b00c0f2b29ca84383d676cf9ea4674b233651d209,4924dacf42326b3c998b007b00c0f2b29ca84383d676cf9ea4674b233651d209,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg055.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg055.md,162932,af1f199c6262dce317aeeaf81e4b7d41ab5695e3952e7e34ea21bdc06371abb9,af1f199c6262dce317aeeaf81e4b7d41ab5695e3952e7e34ea21bdc06371abb9,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg056.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\11_TRIAGE\strategies\stg056.md,82792,76be79d402b0f667a7a444ff591b08f6775be20e6efcd2763abd86040a37e569,76be79d402b0f667a7a444ff591b08f6775be20e6efcd2763abd86040a37e569,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
